X,Y,W
0.9700000286102295,149.06921127578096,0.014638712217037868
0.9700000286102295,304.55167039279854,0.014638712217037868
0.9700000286102295,179.04336560204985,0.014638712217037868
0.9700000286102295,223.17365024362783,0.014638712217037868
0.9700000286102295,245.94089624344926,0.014638712217037868
0.9700000286102295,156.84011354965293,0.014638712217037868
1.8793750554323196,85.69336050860028,0.014636445254123507
1.940000057220459,282.9747334866514,0.014636294148226823
1.940000057220459,173.75731425108677,0.014636294148226823
1.940000057220459,168.78618894135252,0.014636294148226823
1.940000057220459,179.80775745150322,0.014636294148226823
1.940000057220459,114.63343320097574,0.014636294148226823
1.940000057220459,199.53865939116628,0.014636294148226823
2.2431250661611557,153.08909881744015,0.014635538665541261
2.9100000858306885,132.4351028965227,0.014633876878132342
2.9100000858306885,107.6969131923733,0.014633876878132342
2.9100000858306885,205.21727926410787,0.014633876878132342
2.9100000858306885,304.28969270871966,0.014633876878132342
2.9100000858306885,258.96930462624147,0.014633876878132342
2.9100000858306885,207.63017357608987,0.014633876878132342
2.9100000858306885,135.3356619307104,0.014633876878132342
2.9100000858306885,159.4933186998459,0.014633876878132342
3.880000114440918,152.00426945244254,0.01463146040635878
3.880000114440918,85.20945951147965,0.01463146040635878
3.880000114440918,203.63563029086248,0.01463146040635878
3.880000114440918,264.59533366606547,0.01463146040635878
3.880000114440918,262.0557395390375,0.01463146040635878
3.880000114440918,335.6020778936032,0.01463146040635878
3.880000114440918,154.7356304962013,0.01463146040635878
4.607500314712524,134.50356131755436,0.014629648575743552
4.850000381469727,93.99947646954716,0.014629044731917062
4.850000381469727,211.45839936451367,0.014629044731917062
4.850000381469727,241.8896148564246,0.014629044731917062
4.850000381469727,263.95645798246403,0.014629044731917062
4.850000381469727,135.12004448878614,0.014629044731917062
5.031875342130661,215.3537594143852,0.014628591881981358
5.820000171661377,232.40118845834698,0.014626629856192999
5.820000171661377,132.54384666085866,0.014626629856192999
5.820000171661377,135.22127410838928,0.014626629856192999
5.820000171661377,167.22286980128965,0.014626629856192999
5.820000171661377,218.57122076428217,0.014626629856192999
5.820000171661377,403.629358250825,0.014626629856192999
5.820000171661377,299.68687263981235,0.014626629856192999
6.4262500405311584,188.1187665977863,0.014625120963685668
6.789999961853027,144.04539128174574,0.014624215777604005
6.789999961853027,196.16512133961567,0.014624215777604005
6.789999961853027,172.7338535563375,0.014624215777604005
6.789999961853027,181.52034650965686,0.014624215777604005
6.789999961853027,113.53938457125025,0.014624215777604005
6.971875011920929,173.38468063660935,0.014623763226357622
7.760000228881836,147.00221496788345,0.014621802494569312
7.760000228881836,249.46602909308353,0.014621802494569312
7.760000228881836,196.2931351283132,0.014621802494569312
7.760000228881836,211.32680278503858,0.014621802494569312
7.760000228881836,249.1004280560586,0.014621802494569312
7.8206252455711365,246.81598350322972,0.014621651690824938
8.730000495910645,315.54560530447503,0.014619390007881468
8.730000495910645,263.057051388319,0.014619390007881468
8.730000495910645,138.25237147755553,0.014619390007881468
8.730000495910645,271.92305810532,0.014619390007881468
8.730000495910645,157.58911271156092,0.014619390007881468
8.730000495910645,142.80349038434323,0.014619390007881468
9.093750596046448,307.3135349249289,0.014618485530601265
9.700000762939453,260.81496465361874,0.014616978317146381
9.700000762939453,212.84670989052375,0.014616978317146381
9.700000762939453,143.4229330163544,0.014616978317146381
9.700000762939453,211.54813229110982,0.014616978317146381
9.942500591278076,155.59794228260824,0.01461637551937669
10.670000076293945,110.81569036010742,0.014614567424340107
10.670000076293945,262.66610223280543,0.014614567424340107
10.670000076293945,159.913693891124,0.014614567424340107
10.670000076293945,69.7314896974663,0.014614567424340107
10.851875126361847,243.67559784728562,0.01461411547003055
11.640000343322754,263.72394687683214,0.014612157324328422
11.640000343322754,180.14028824436787,0.014612157324328422
11.640000343322754,133.95209753802368,0.014612157324328422
11.640000343322754,398.70370480917137,0.014612157324328422
11.640000343322754,145.64460949026198,0.014612157324328422
11.640000343322754,105.37338386068038,0.014612157324328422
12.428125560283661,194.50575272878348,0.014610199703299988
12.610000610351562,132.61035000306842,0.014609748019088724
12.610000610351562,215.6882310547666,0.014609748019088724
12.610000610351562,170.512617392705,0.014609748019088724
13.155625224113464,221.32915235843834,0.014608393135340821
13.579999923706055,127.37698842018064,0.014607339510595512
13.579999923706055,97.01735301108239,0.014607339510595512
13.579999923706055,207.03340952981262,0.014607339510595512
13.579999923706055,210.5827978585949,0.014607339510595512
14.12562507390976,164.24583635169202,0.01460598507218071
14.550000190734863,119.15504223696466,0.014604931793720037
14.550000190734863,348.46084670660593,0.014604931793720037
14.550000190734863,122.31286627010732,0.014604931793720037
14.974375307559967,244.84668524792895,0.01460387866715812
15.520000457763672,270.1042867336973,0.014602524870438102
15.520000457763672,123.86031342742562,0.014602524870438102
15.520000457763672,163.82307448198944,0.014602524870438102
16.065625071525574,240.51047172361675,0.01460117132602256
16.489999771118164,129.24941186508062,0.014600118742722672
16.489999771118164,183.69579178227772,0.014600118742722672
16.489999771118164,157.69632627510737,0.014600118742722672
16.489999771118164,168.28389215684984,0.014600118742722672
17.035625457763672,216.81479150267793,0.014598765641649252
17.46000099182129,219.89252236058698,0.014597713403085967
17.46000099182129,130.00633652297142,0.014597713403085967
17.46000099182129,228.0345323390861,0.014597713403085967
18.126875519752502,90.60135654957325,0.014596060195024727
18.43000030517578,176.72668333987068,0.014595308860595634
18.43000030517578,231.43808645363282,0.014595308860595634
19.09687614440918,147.33641691639903,0.01459365619384387
19.400001525878906,189.3689570773523,0.014592905105403866
19.400001525878906,144.1219644848247,0.014592905105403866
20.127501010894775,97.60167174081037,0.014591102812086174
20.3700008392334,187.07521583441124,0.014590502146572563
20.3700008392334,244.5717584724096,0.014590502146572563
20.855000495910645,270.9782494619095,0.01458930096389713
21.34000015258789,299.84167252616373,0.014588099978983374
21.825000762939453,127.13134835212749,0.014586899189421486
